 10.83 -13.45 0.81 -4.56 6.21 10.28 18.40 1.57 26.11 8.15 3.07 14.05 5.75 -1.71 26.63 0.47 7.81 0.62 -3.08 -3.17 11.88 -3.86 6.80 3.04 3.69 4.17 1.43 29.08 11.95 11.74
 10.34 -13.40 1.16 -4.38 6.32 10.48 18.14 1.58 26.31 8.18 3.19 14.03 5.93 -1.62 26.08 0.14 7.79 -0.39 -2.75 -3.16 12.01 -4.32 7.08 2.68 3.20 4.88 1.21 29.15 11.55 10.70
 9.57 -14.54 1.32 -3.96 6.30 10.89 18.05 1.56 27.25 7.66 2.97 13.95 6.11 -1.76 26.06 -0.27 7.85 -1.52 -2.57 -3.53 12.70 -5.64 7.27 2.26 1.89 5.39 0.59 29.50 11.02 9.57
 9.54 -14.19 1.89 -3.33 6.77 11.57 18.37 2.02 27.86 7.94 3.35 14.27 6.65 -1.29 26.22 -0.19 8.30 -1.75 -1.81 -3.08 13.66 -5.95 8.11 2.63 1.61 6.18 0.65 29.82 11.15 9.24
 9.71 -14.10 2.74 -2.13 7.38 12.46 18.69 3.03 28.48 8.12 3.93 14.59 7.64 -0.89 26.36 0.24 8.78 -1.95 -0.85 -2.49 14.77 -5.91 9.12 3.03 1.41 7.45 0.84 30.19 11.39 9.45
 9.76 -14.28 3.18 -0.90 7.91 13.17 19.19 3.65 29.56 8.16 4.27 14.76 8.38 -0.46 26.76 0.29 9.43 -2.08 -0.03 -2.08 16.32 -6.43 10.08 3.44 0.66 8.25 0.68 30.46 11.57 9.54
 10.25 -13.93 4.07 0.93 8.85 14.21 19.91 4.83 30.64 8.65 5.20 15.32 9.64 0.26 27.23 0.95 10.30 -1.79 1.09 -1.18 17.90 -6.09 11.49 4.21 0.79 9.52 1.14 31.10 12.26 10.27
 10.84 -13.64 4.74 2.13 9.63 15.10 20.51 5.67 31.64 8.86 5.61 15.84 10.62 0.72 27.96 1.27 11.02 -1.54 2.13 -0.49 19.57 -5.97 12.86 4.87 0.85 10.24 1.34 31.45 12.88 10.88
 11.33 -13.73 5.64 3.79 10.73 16.05 21.41 6.75 33.19 9.11 6.13 16.31 11.92 1.24 28.77 1.73 11.68 -1.26 3.05 0.18 21.38 -6.03 14.08 5.69 0.79 11.06 1.63 32.17 13.43 11.85
 11.83 -13.65 6.14 5.15 11.56 16.60 21.94 7.54 34.27 9.23 6.47 16.62 12.84 1.79 29.06 1.99 12.23 -0.98 3.92 0.71 22.84 -5.87 15.13 6.40 0.86 11.55 1.81 32.40 13.92 12.56
 12.33 -13.91 6.62 6.72 12.64 17.00 22.52 8.29 35.43 9.29 6.71 16.71 13.89 2.06 29.46 2.13 12.58 -0.89 4.63 1.07 24.42 -5.90 16.08 6.90 0.89 11.94 1.87 32.94 14.32 13.27
 13.10 -13.35 7.41 8.38 13.97 17.54 23.20 9.40 36.28 9.72 7.31 17.04 15.24 2.66 29.58 2.62 13.02 -0.39 5.68 2.03 25.83 -5.10 17.17 7.79 1.64 12.57 2.56 33.47 14.88 14.37
 13.35 -13.44 7.83 9.63 14.95 17.72 23.56 9.86 36.94 9.49 7.41 16.90 16.07 3.10 29.54 2.82 13.19 -0.08 6.39 2.26 27.10 -5.06 17.63 8.15 1.79 12.42 2.71 33.31 14.97 14.84
 13.67 -13.56 8.05 10.72 15.83 17.63 23.92 10.13 37.25 9.42 7.56 16.67 16.84 3.26 29.26 2.85 13.08 0.02 6.82 2.44 27.92 -4.92 18.03 8.40 1.91 12.24 2.88 33.45 15.03 15.16
 13.95 -13.69 8.40 12.24 17.13 17.88 24.41 10.61 37.91 9.50 7.88 16.58 17.59 3.82 29.23 3.13 13.24 0.33 7.49 2.55 29.17 -4.90 18.42 8.76 1.91 12.15 3.14 33.94 15.37 15.64
 14.02 -13.59 8.71 13.16 17.87 17.81 24.53 10.73 37.98 9.19 7.81 16.24 18.11 4.42 28.81 3.30 13.14 0.55 7.90 2.48 29.83 -5.09 18.35 8.87 1.59 11.64 3.40 33.48 15.22 15.53
 14.71 -13.03 8.94 14.55 19.30 18.00 25.00 11.16 38.29 9.76 8.52 16.40 18.79 5.13 28.67 3.58 13.28 0.79 8.58 2.92 30.82 -4.63 19.05 9.24 1.94 11.88 4.01 34.19 15.71 15.97
 14.48 -13.04 8.45 14.95 19.65 17.35 24.61 10.86 37.57 9.44 8.34 15.70 18.80 5.21 27.75 3.39 12.77 0.51 8.40 2.48 30.87 -4.86 18.59 8.82 1.45 11.03 3.96 33.68 15.23 15.45
 14.32 -13.20 8.18 15.61 20.19 17.16 24.50 10.56 37.52 9.24 8.32 15.29 18.76 5.53 27.26 3.20 12.52 0.18 8.30 2.14 31.21 -5.33 18.36 8.49 0.59 10.51 3.92 33.50 15.04 15.11
 14.72 -12.23 8.24 16.75 21.14 17.40 24.62 10.85 37.53 9.70 8.95 15.52 19.16 6.48 27.01 3.71 12.74 0.35 8.73 2.51 31.72 -4.84 18.51 8.81 0.51 10.59 4.67 33.81 15.39 15.17
 14.37 -12.79 7.51 17.05 21.42 17.12 24.42 10.33 37.60 9.38 8.68 15.14 18.91 6.55 26.57 3.41 12.44 -0.46 8.34 1.85 31.89 -5.66 18.14 8.21 -0.74 9.99 4.34 33.79 15.10 14.47
 14.14 -12.52 6.70 17.29 21.39 16.68 23.68 9.75 37.09 9.28 8.57 14.72 18.22 6.79 25.73 3.03 12.20 -1.04 7.84 1.35 31.60 -6.05 17.65 7.72 -1.62 9.26 4.26 33.37 14.79 13.72
 14.35 -12.05 6.47 18.10 21.75 17.02 23.76 9.68 37.68 9.71 8.97 15.10 18.16 7.53 25.80 3.43 12.78 -1.11 7.88 1.38 31.91 -6.14 17.60 7.81 -2.04 9.34 4.63 33.82 15.14 13.62
 14.14 -11.47 5.86 18.44 21.73 16.81 23.09 9.27 37.25 9.86 9.10 14.87 17.48 7.81 24.95 3.33 12.86 -1.65 7.67 1.35 31.51 -6.31 17.24 7.52 -2.78 9.11 4.58 33.42 14.97 12.99
 13.91 -11.55 5.25 18.71 21.51 16.75 22.84 8.70 37.48 9.84 9.11 14.84 17.04 8.00 24.81 3.35 13.21 -2.04 7.17 0.94 31.25 -6.82 16.86 7.07 -3.50 8.79 4.46 33.44 14.89 12.40
 13.48 -11.45 4.82 18.95 21.25 16.88 22.43 8.27 37.53 9.61 9.06 14.66 16.51 8.34 24.60 3.45 13.74 -2.38 6.84 0.75 31.02 -7.36 16.40 6.80 -4.23 8.43 4.36 33.14 14.85 11.86
 12.84 -11.65 3.56 18.72 20.48 16.29 21.40 7.29 37.06 9.36 8.57 14.30 15.20 8.12 23.77 2.86 13.72 -3.16 6.07 0.13 30.05 -8.00 15.61 6.06 -5.20 7.84 3.83 32.64 14.47 10.84
 12.54 -11.77 3.10 18.82 20.07 16.40 20.96 6.69 37.33 9.36 8.51 14.23 14.51 8.30 23.71 2.81 14.36 -3.43 5.77 -0.17 29.82 -8.61 15.26 5.86 -5.83 7.46 3.67 32.55 14.39 10.34
 12.58 -10.93 2.92 19.34 19.81 16.54 20.56 6.55 37.24 9.84 8.88 14.52 13.98 8.90 23.34 3.19 15.14 -3.04 5.90 0.22 29.27 -8.28 15.19 5.96 -5.67 7.71 4.05 32.48 14.70 10.23
 11.82 -11.75 1.94 19.24 18.98 16.10 19.82 5.51 37.31 9.58 8.47 14.23 12.64 8.67 23.00 2.66 15.34 -3.74 5.06 -0.59 28.57 -9.28 14.52 5.35 -6.56 7.05 3.32 32.22 14.39 9.32
 11.84 -11.04 2.01 19.62 18.66 16.34 19.57 5.40 37.18 9.92 8.70 14.53 12.15 9.30 22.99 3.12 16.08 -3.03 5.34 -0.11 28.09 -8.91 14.42 5.61 -6.15 7.19 3.64 32.01 14.71 9.31
 11.29 -11.17 1.32 19.34 17.77 15.86 18.76 4.58 36.76 9.81 8.31 14.21 10.86 9.19 22.35 2.75 16.14 -3.27 4.76 -0.59 27.17 -9.33 13.79 5.21 -6.59 6.64 3.14 31.47 14.41 8.60
 11.15 -10.94 1.29 19.40 17.19 15.91 18.38 4.24 36.75 9.85 8.27 14.34 10.09 9.54 22.31 2.88 16.55 -2.71 4.83 -0.53 26.50 -9.33 13.52 5.32 -6.60 6.44 3.12 31.17 14.49 8.40
 10.87 -11.46 0.79 19.64 16.63 15.82 17.98 3.62 36.93 9.87 8.10 14.28 9.04 9.62 22.20 2.59 16.83 -2.82 4.48 -0.82 26.03 -9.87 13.13 5.14 -7.04 6.19 2.72 31.21 14.46 8.02
 10.96 -10.90 0.89 19.79 16.19 16.02 17.84 3.46 36.93 10.22 8.22 14.56 8.30 10.26 22.19 2.86 17.33 -2.07 4.57 -0.66 25.47 -9.47 13.03 5.35 -6.63 6.32 2.80 31.09 14.73 8.07
 10.84 -11.64 0.70 19.96 15.75 16.15 17.89 3.04 37.64 10.10 8.06 14.78 7.58 10.42 22.44 2.78 17.63 -1.94 4.41 -0.86 25.21 -10.03 12.69 5.30 -7.08 6.12 2.44 31.38 14.82 7.81
 10.28 -11.58 0.26 19.46 14.68 15.49 16.91 2.26 36.76 9.78 7.53 14.25 6.14 10.33 21.59 2.36 17.31 -1.88 3.97 -1.22 23.85 -10.21 11.88 5.06 -7.26 5.56 1.84 30.27 14.30 7.15
 10.37 -11.80 0.06 19.72 14.27 15.45 16.67 1.90 37.17 9.93 7.42 14.46 5.26 10.75 21.46 2.24 17.67 -1.64 3.84 -1.36 23.34 -10.40 11.66 5.04 -7.45 5.50 1.42 30.50 14.53 7.07
 10.43 -11.68 0.03 19.54 13.76 15.33 16.48 1.67 37.18 9.99 7.34 14.60 4.51 11.02 21.37 2.26 17.81 -1.27 3.80 -1.39 22.71 -10.35 11.32 5.20 -7.48 5.45 1.17 30.39 14.53 6.94
 10.67 -11.42 0.44 19.75 13.52 15.67 16.58 1.81 37.48 10.21 7.52 14.97 4.04 11.63 21.48 2.55 18.31 -0.68 3.92 -1.25 22.36 -10.11 11.25 5.64 -7.24 5.73 1.21 30.42 14.90 7.13
 10.68 -12.14 0.28 19.75 13.11 15.60 16.61 1.36 38.10 10.06 7.18 15.06 3.33 11.87 21.57 2.35 18.46 -0.78 3.61 -1.64 21.91 -10.54 10.88 5.56 -7.80 5.64 0.78 30.66 14.86 6.96
 10.82 -11.89 0.32 19.82 12.78 15.58 16.41 1.19 38.27 10.25 7.21 15.39 2.65 12.38 21.37 2.36 18.77 -0.45 3.62 -1.72 21.42 -10.49 10.69 5.78 -7.88 5.71 0.58 30.61 15.01 6.92
 10.68 -12.19 0.47 19.43 12.32 15.48 16.25 0.99 38.21 9.95 6.84 15.28 2.25 12.52 21.21 2.29 18.70 -0.31 3.33 -1.89 20.92 -10.59 10.22 5.74 -8.24 5.62 0.37 30.23 14.79 6.73
 10.61 -12.57 0.18 19.41 11.88 15.18 15.96 0.43 38.42 9.92 6.54 15.31 1.33 12.74 20.96 2.09 18.75 -0.53 2.96 -2.43 20.28 -10.91 9.87 5.76 -8.78 5.34 0.02 30.33 14.69 6.40
 10.52 -12.43 0.47 19.27 11.45 14.99 15.67 0.33 38.07 9.78 6.46 15.29 1.14 12.95 20.55 2.17 18.59 -0.35 2.89 -2.46 19.56 -10.66 9.50 5.83 -8.93 5.45 0.07 30.02 14.50 6.40
 10.66 -12.55 0.74 19.29 11.13 14.91 15.72 0.16 38.30 9.83 6.25 15.36 0.86 13.43 20.57 2.37 18.68 -0.21 2.78 -2.72 19.30 -10.71 9.19 6.07 -9.12 5.39 0.17 30.00 14.43 6.39
 10.96 -12.39 1.36 19.76 11.32 15.12 15.95 0.50 38.63 9.99 6.55 15.63 1.26 14.02 20.75 2.87 18.84 0.23 3.10 -2.53 19.41 -10.34 9.22 6.67 -9.09 5.79 0.58 30.32 14.51 6.80
 10.61 -13.21 1.32 19.74 11.01 14.98 15.84 0.17 38.86 9.61 6.15 15.46 1.20 14.03 20.70 2.80 18.58 -0.03 2.64 -3.06 19.04 -10.71 8.81 6.65 -9.73 5.77 0.48 30.47 14.12 6.66
 10.80 -12.45 2.21 20.05 11.13 15.01 16.03 0.77 38.53 9.95 6.48 15.64 1.90 14.52 20.59 3.58 18.51 0.67 3.16 -2.55 18.98 -9.71 8.80 7.31 -9.07 6.25 1.33 30.29 14.01 7.06
 10.56 -12.49 2.73 20.35 10.97 14.78 16.08 1.04 38.10 9.74 6.46 15.50 2.47 14.67 20.51 4.13 18.20 1.05 3.21 -2.42 18.61 -9.21 8.33 7.55 -9.01 6.53 1.84 30.01 13.57 7.18
 10.49 -12.89 3.35 20.99 11.12 14.89 16.39 1.32 38.59 9.64 6.51 15.61 3.27 15.13 20.68 4.78 18.17 1.35 3.36 -2.40 18.70 -9.01 8.11 7.97 -9.14 6.88 2.35 30.31 13.23 7.45
 10.17 -12.79 4.03 21.33 11.16 14.65 16.59 1.88 37.98 9.44 6.71 15.41 4.33 15.03 20.64 5.55 17.59 1.86 3.65 -2.12 18.54 -8.31 7.83 8.21 -8.70 7.40 2.98 30.01 12.74 7.67
 9.94 -12.90 5.02 22.28 11.58 14.75 17.01 2.65 38.01 9.41 7.00 15.41 5.83 15.30 20.74 6.55 17.53 2.45 4.04 -1.58 18.79 -7.60 7.59 8.71 -8.43 8.10 3.75 30.07 12.52 8.15
 9.95 -12.24 6.56 23.48 12.35 15.25 17.94 4.14 37.93 9.74 7.85 15.64 8.01 15.80 21.23 8.18 17.50 3.75 5.08 -0.45 19.23 -6.05 7.81 9.60 -7.35 9.35 5.03 30.17 12.57 8.99
 9.57 -12.47 7.78 24.80 12.96 15.53 18.67 5.27 38.07 9.57 8.38 15.61 10.12 16.01 21.52 9.43 17.39 4.62 5.69 0.29 19.69 -5.27 7.62 10.04 -7.06 10.45 5.93 30.24 12.41 9.44
 9.36 -12.51 9.35 26.37 13.79 16.13 19.66 6.76 38.15 9.50 9.26 15.75 12.50 16.43 21.87 11.05 17.33 5.70 6.63 1.45 20.28 -4.23 7.68 10.67 -6.33 11.97 7.01 30.38 12.42 10.18
 9.35 -11.51 11.37 27.89 14.90 17.07 20.91 8.75 38.07 9.63 10.45 15.97 15.38 17.12 22.48 13.03 17.59 7.43 8.12 3.11 21.23 -2.64 8.07 11.64 -5.20 13.60 8.43 30.00 12.76 11.21
 9.15 -11.35 13.49 29.81 16.11 18.24 22.32 10.77 38.44 9.52 11.78 16.24 18.47 17.65 23.30 14.96 17.86 9.00 9.40 4.72 22.33 -1.50 8.38 12.43 -4.35 15.49 9.70 30.12 13.19 12.06
 9.69 -10.00 16.37 32.12 18.11 20.13 24.30 13.68 39.02 10.05 13.92 17.05 22.24 18.96 24.49 17.66 18.78 11.47 11.53 7.26 24.09 0.46 9.39 13.83 -2.66 17.99 11.63 30.44 14.42 13.68
 10.19 -8.52 19.58 34.93 20.20 22.34 26.28 16.83 39.63 10.53 16.30 17.94 26.41 20.59 25.58 20.66 19.84 14.09 13.92 10.13 25.77 2.56 10.68 15.25 -0.92 20.95 13.87 30.74 15.73 15.45
 10.93 -6.77 23.03 37.30 22.30 24.82 28.49 20.17 40.36 11.03 18.78 18.84 30.45 22.10 27.05 23.58 21.02 16.84 16.43 13.18 27.84 4.54 12.12 16.84 1.03 23.69 16.03 30.93 17.22 17.26
 11.23 -5.79 26.27 39.48 24.29 27.39 30.51 23.30 41.01 10.88 21.04 19.41 34.37 23.44 28.27 26.33 22.10 19.26 18.68 16.04 29.83 5.80 13.27 17.90 2.21 26.36 17.84 30.84 18.53 18.78
 12.62 -3.44 30.33 42.34 27.22 30.82 33.34 27.15 42.49 11.76 24.10 21.05 38.81 25.89 30.34 29.81 24.27 22.54 21.96 19.77 32.65 8.10 15.59 20.02 4.59 29.64 20.55 31.64 20.90 21.34
 13.28 -1.48 33.94 44.24 29.31 33.66 35.24 30.48 42.98 11.98 26.60 21.89 42.40 27.67 31.61 32.78 25.82 25.34 24.56 22.95 34.56 9.93 17.22 21.47 6.41 32.16 22.69 31.29 22.56 23.26
 14.63 0.58 37.86 46.04 31.88 37.26 38.00 33.95 44.53 12.48 29.22 23.40 46.18 29.92 34.06 35.93 28.18 28.30 27.56 26.33 37.50 11.64 19.50 23.46 8.41 34.76 25.02 31.83 24.86 25.59
 16.71 3.66 42.16 48.15 34.76 41.12 40.88 37.76 46.21 13.68 32.36 25.44 50.05 32.74 36.65 39.56 31.21 31.90 31.11 30.18 40.61 14.30 22.33 26.11 11.29 37.79 28.09 32.50 27.59 28.43
 19.12 7.18 46.59 50.44 38.01 45.30 44.12 41.78 48.37 15.31 35.60 27.91 53.83 36.02 39.68 43.43 34.70 35.52 34.92 34.21 44.07 17.19 25.58 29.16 14.33 40.86 31.38 33.62 30.68 31.64
 20.95 10.06 50.29 51.39 40.27 48.82 46.49 44.66 49.94 16.11 37.64 29.71 56.43 38.57 42.25 46.38 37.58 38.38 37.99 37.14 47.03 19.13 27.91 31.74 16.48 42.71 33.96 33.57 32.95 33.97
 22.93 13.06 53.42 51.97 42.40 51.84 48.71 47.22 51.33 17.35 39.60 31.62 58.44 40.89 44.77 48.94 40.48 40.89 40.63 39.70 49.69 21.20 30.34 34.21 18.92 44.27 36.34 34.00 35.24 36.27
 25.72 17.24 57.47 53.21 45.25 55.81 51.68 50.35 53.46 19.14 41.95 34.45 61.21 44.22 48.27 52.64 44.23 44.56 44.36 43.01 53.16 24.22 33.39 37.83 22.18 46.44 39.70 34.48 38.21 39.20
 28.68 21.49 60.78 53.81 47.57 59.29 54.44 52.83 55.52 21.21 43.89 37.31 63.00 47.33 51.71 55.60 47.90 47.55 47.64 45.76 56.39 26.94 36.27 41.46 25.25 48.02 42.70 35.12 41.04 41.75
 31.56 25.80 63.83 54.22 50.00 62.49 56.99 55.23 57.67 23.39 45.56 40.29 64.71 50.25 55.28 58.48 51.42 50.65 50.76 48.33 59.61 29.76 39.10 45.04 28.41 49.38 45.55 35.70 43.74 44.16
 33.21 28.15 64.44 52.81 50.48 63.60 57.94 55.27 58.57 24.37 45.24 41.83 64.22 51.36 57.44 59.03 53.11 51.57 51.82 48.61 61.17 30.71 40.20 46.90 29.76 48.85 46.43 35.67 44.92 44.86
 36.13 32.72 66.52 52.45 52.07 65.73 59.79 56.46 59.99 26.88 46.19 44.63 64.70 53.90 60.52 61.07 55.96 54.20 54.31 50.49 63.42 33.55 42.52 50.19 32.96 49.46 48.86 36.08 47.31 46.57
 37.26 35.16 67.10 50.64 51.99 66.53 60.36 56.31 60.13 27.44 45.42 45.82 64.19 54.73 62.49 61.61 57.20 55.29 55.14 50.54 64.56 34.26 42.87 51.93 34.02 48.34 49.58 34.81 47.93 46.61
 38.95 37.68 66.75 48.89 51.87 66.71 60.82 55.49 60.82 28.84 44.77 47.39 62.82 55.39 64.61 61.40 58.28 56.13 55.62 50.25 65.54 35.05 43.56 53.50 35.45 47.08 49.98 34.87 48.75 46.80
 40.74 40.56 67.16 47.51 52.11 67.19 61.75 55.20 61.61 30.47 44.47 49.22 62.31 56.51 67.20 61.72 59.58 57.50 56.54 50.44 66.88 36.24 44.59 55.41 37.53 46.27 50.97 34.93 49.87 47.16
 42.40 42.94 66.51 45.63 51.81 66.89 62.11 54.27 62.10 32.27 43.88 50.65 60.68 56.93 69.23 61.11 60.20 58.27 56.70 49.87 67.52 37.04 45.24 56.60 39.14 44.87 51.30 35.44 50.75 47.22
 42.55 43.81 64.52 43.02 50.24 64.99 60.83 52.21 60.71 32.52 42.22 50.39 58.19 55.92 69.31 59.15 59.06 57.65 55.56 48.27 66.39 36.65 44.52 56.30 39.49 42.38 50.29 34.40 49.93 45.99
 41.51 43.29 61.43 38.85 47.33 61.92 58.71 48.69 58.52 31.53 39.22 49.09 54.42 53.83 69.08 55.94 56.78 56.14 53.21 45.17 64.67 34.67 42.55 54.81 38.84 38.39 48.10 32.31 48.00 43.47
 41.78 43.76 59.50 37.19 46.32 60.23 57.92 46.90 58.00 32.30 38.26 49.14 52.37 53.16 69.53 53.97 55.71 55.78 52.19 43.66 64.07 34.19 42.29 54.33 39.35 36.45 47.29 32.53 47.61 42.61
 42.82 44.88 58.41 35.54 45.74 59.12 58.10 45.68 58.11 33.66 37.98 49.98 51.02 52.95 71.35 52.71 55.47 56.21 51.72 42.68 64.26 34.35 42.56 54.56 40.96 34.77 47.25 33.42 47.88 42.46
 40.71 42.34 53.82 31.35 42.19 54.74 54.97 41.40 55.09 31.96 34.74 47.45 46.54 49.48 69.47 48.10 51.79 53.36 48.05 38.61 61.16 31.42 39.87 51.41 39.31 30.26 43.79 31.65 44.97 39.31
 39.87 40.82 50.68 29.06 40.35 51.78 53.41 38.67 53.59 31.65 33.22 46.34 43.86 47.50 68.72 45.06 49.48 51.62 45.64 36.15 59.38 29.81 38.58 49.50 39.03 27.58 41.91 31.67 43.48 37.74
 38.01 38.13 46.19 25.00 37.14 47.49 50.65 34.63 50.76 30.06 30.42 44.05 39.70 43.88 67.00 40.60 46.03 48.85 41.95 32.34 56.28 27.17 36.14 46.14 37.91 23.59 38.79 30.55 40.82 35.06
 35.70 34.73 41.51 21.74 34.12 43.23 47.70 30.72 48.06 28.42 27.89 41.41 35.80 40.44 64.43 36.28 42.59 45.44 38.21 28.52 52.98 24.25 33.55 42.49 36.07 19.94 35.37 29.73 38.01 32.35
 35.29 33.08 38.86 20.37 32.96 40.87 46.64 28.66 47.25 28.45 27.30 40.64 33.98 38.71 63.76 33.96 41.16 44.08 36.11 26.77 51.39 23.28 32.76 40.70 36.29 18.43 34.03 30.76 37.05 31.57
 33.05 28.92 34.39 17.13 30.11 36.96 43.99 24.85 44.82 26.42 24.84 38.04 30.49 34.91 61.27 29.79 37.95 40.45 32.24 23.06 48.09 20.25 30.30 36.75 34.44 15.31 30.63 30.24 34.36 29.09
 30.26 24.84 29.50 13.22 26.66 32.57 40.59 20.58 41.45 23.92 21.91 34.81 26.57 30.76 58.01 25.49 34.53 36.60 27.82 19.22 43.83 17.26 27.17 32.48 32.48 11.75 26.88 28.74 31.13 26.05
 28.37 21.09 25.46 10.71 24.30 29.00 38.08 17.27 39.26 22.51 20.04 32.47 23.57 27.39 55.30 22.09 31.95 33.22 24.20 16.16 40.46 15.12 24.94 28.89 31.06 9.54 23.93 28.65 28.89 23.93
 25.22 16.03 20.58 7.45 20.85 24.68 34.39 13.14 36.15 19.72 17.14 28.80 19.82 23.07 51.13 17.87 28.45 28.58 19.60 12.24 35.86 11.78 21.53 24.27 28.04 6.61 19.95 27.22 25.46 20.74
 23.23 11.95 17.16 5.30 18.77 21.85 32.23 10.30 34.62 18.11 15.33 26.67 17.47 20.00 48.58 15.01 26.39 25.11 16.20 9.45 32.68 9.63 19.36 21.04 26.29 5.01 17.17 27.30 23.52 18.79
 21.31 7.99 13.78 3.02 16.59 19.14 29.94 7.56 33.02 16.56 13.42 24.38 15.16 16.95 45.92 12.32 24.43 21.53 12.89 6.81 29.60 7.60 17.22 17.80 24.22 3.47 14.47 26.93 21.51 16.81
 18.54 3.22 10.26 0.66 13.85 15.96 26.95 4.49 30.86 14.22 11.17 21.53 12.58 13.33 42.34 9.21 21.71 17.30 9.23 3.79 25.83 4.99 14.41 14.02 21.33 1.79 11.11 25.92 18.78 14.12
 16.92 0.26 7.98 -0.86 12.33 14.17 25.09 2.87 29.43 13.20 9.92 19.96 11.06 11.01 39.91 7.53 20.16 14.49 6.83 2.15 23.23 3.86 12.75 11.75 19.78 1.22 9.23 25.41 17.32 12.68
 15.11 -3.24 5.82 -2.01 10.61 12.31 23.17 1.29 28.42 11.92 8.53 18.25 9.59 8.69 37.40 5.77 18.45 11.29 4.50 0.31 20.81 2.33 11.11 9.20 17.32 0.72 7.05 25.12 15.72 11.09
 13.56 -6.18 4.28 -2.71 9.25 10.88 21.44 0.07 27.24 10.84 7.55 16.80 8.41 6.75 35.06 4.49 16.85 8.65 2.71 -0.99 18.70 1.15 9.65 7.18 15.36 0.56 5.41 24.62 14.30 9.72
 11.81 -8.63 2.94 -3.70 7.92 9.62 19.76 -0.77 26.01 9.81 6.51 15.46 7.52 4.85 32.89 3.33 15.20 6.23 1.19 -2.01 16.76 0.12 8.24 5.32 13.30 0.54 3.89 23.73 12.77 8.46
 10.89 -11.21 2.09 -4.13 7.03 8.91 18.70 -1.37 26.07 9.14 5.82 14.84 6.73 3.51 32.01 2.48 14.06 4.09 0.14 -2.98 16.03 -1.11 7.57 3.97 11.27 0.48 2.72 23.65 11.98 7.64
 10.06 -12.11 1.83 -3.76 6.62 8.30 17.57 -1.28 25.07 8.72 5.62 14.11 6.47 2.77 30.09 2.16 12.74 2.75 -0.21 -3.08 15.02 -1.28 7.08 3.22 9.86 1.07 2.16 23.00 11.13 7.16
 9.34 -13.77 1.53 -3.84 6.08 7.98 16.91 -1.34 25.09 8.39 5.31 13.74 6.15 1.89 29.43 1.67 11.69 1.19 -0.70 -3.49 14.87 -2.14 6.74 2.26 8.16 1.27 1.47 22.93 10.43 6.70
